result_id,olympian_id,year,event_id,medal
126955,85510,2000,81,Gold
126956,85431,2000,893,No medal
126957,86404,2000,114,No medal
126958,87252,2000,278,No medal
126959,87252,2000,281,No medal
126960,87310,2000,464,No medal
126961,86808,2000,464,No medal
126962,85909,2000,887,No medal
126963,86576,2000,851,Silver
126964,85759,2000,899,No medal
126965,85136,2000,413,Silver
126966,87060,2000,270,No medal
126967,84965,2000,71,No medal
126968,86775,2000,554,No medal
126969,86291,2000,107,No medal
126970,86889,2000,185,No medal
126971,86226,2000,282,Bronze
126972,86759,2000,185,No medal
126973,85934,2000,521,No medal
126974,85373,2000,73,No medal
126975,85547,2000,298,No medal
126976,85547,2000,304,No medal
126977,87295,2000,732,No medal
126978,87295,2000,728,No medal
126979,85155,2000,72,No medal
126980,85155,2000,70,No medal
126981,86304,2000,292,No medal
126982,85975,2000,278,No medal
126983,85975,2000,281,No medal
126984,85993,2000,185,No medal
126985,86510,2000,83,No medal
126986,87109,2000,564,No medal
126987,85631,2000,8,No medal
126988,85375,2000,185,No medal
126989,85376,2000,409,No medal
126990,85376,2000,408,No medal
126991,86336,2000,464,No medal
126992,85731,2000,553,Gold
126993,86965,2000,80,No medal
126994,85390,2000,270,Silver
126995,86394,2000,597,No medal
126996,87155,2000,304,No medal
126997,86281,2000,290,No medal
126998,86281,2000,289,Bronze
126999,85559,2000,549,No medal
127000,86242,2000,407,No medal
127001,86242,2000,406,No medal
127002,84979,2000,464,No medal
127003,86536,2000,409,No medal
127004,86536,2000,408,No medal
127005,86282,2000,549,No medal
127006,85287,2000,451,No medal
127007,85287,2000,457,No medal
127008,85287,2000,453,No medal
127009,85287,2000,452,No medal
127010,85287,2000,454,No medal
127011,86837,2000,290,No medal
127012,85304,2000,106,Gold
127013,86778,2000,897,No medal
127014,84940,2000,840,No medal
127015,85705,2000,706,No medal
127016,86852,2000,282,Bronze
127017,86266,2000,68,No medal
127018,86698,2000,655,No medal
127019,85497,2000,306,No medal
127020,85171,2000,198,No medal
127021,85534,2000,840,No medal
127022,86750,2000,73,No medal
127023,86750,2000,74,No medal
127024,85436,2000,98,No medal
127025,86966,2000,413,Silver
127026,86966,2000,412,No medal
127027,84996,2000,549,No medal
127028,86686,2000,94,No medal
127029,85418,2000,98,No medal
127030,85418,2000,95,No medal
127031,85213,2000,113,No medal
127032,86839,2000,304,No medal
127033,85318,2000,848,No medal
127034,85355,2000,185,No medal
127035,86420,2000,464,No medal
127036,84998,2000,72,No medal
127037,85224,2000,637,No medal
127038,85224,2000,634,No medal
127039,85649,2000,304,No medal
127040,85844,2000,732,No medal
127041,85844,2000,727,No medal
127042,85844,2000,723,No medal
127043,85791,2000,81,No medal
127044,85870,2000,98,No medal
127045,86751,2000,290,No medal
127046,86751,2000,289,Bronze
127047,87012,2000,101,No medal
127048,87186,2000,11,No medal
127049,87186,2000,10,No medal
127050,87354,2000,72,No medal
127051,87354,2000,67,No medal
127052,86578,2000,98,No medal
127053,87424,2000,471,No medal
127054,86914,2000,844,No medal
127055,85291,2000,413,Silver
127056,85291,2000,412,No medal
127057,85334,2000,270,No medal
127058,87013,2000,562,No medal
127059,87172,2000,407,No medal
127060,87172,2000,406,No medal
127061,85344,2000,464,No medal
127062,85684,2000,8,No medal
127063,86257,2000,309,No medal
127064,84955,2000,732,No medal
127065,84955,2000,726,No medal
127066,84955,2000,722,No medal
127067,85598,2000,895,No medal
127068,86843,2000,290,No medal
127069,87313,2000,599,No medal
127070,86159,2000,464,No medal
127071,86935,2000,659,Gold
127072,86935,2000,656,No medal
127073,85982,2000,168,No medal
127074,86798,2000,464,No medal
127075,85804,2000,482,No medal
127076,86473,2000,77,No medal
127077,87504,2000,185,No medal
127078,87228,2000,73,No medal
127079,87228,2000,74,No medal
127080,86259,2000,168,No medal
127081,86766,2000,77,No medal
127082,84943,2000,11,No medal
127083,84943,2000,10,No medal
127084,86461,2000,475,No medal
127085,87092,2000,554,No medal
127086,85748,2000,605,No medal
127087,86709,2000,594,No medal
127088,86071,2000,68,No medal
127089,86204,2000,562,No medal
127090,85526,2000,553,Gold
127091,87355,2000,639,No medal
127092,87440,2000,474,No medal
127093,86312,2000,765,No medal
127094,86312,2000,766,No medal
127095,86356,2000,407,No medal
127096,86356,2000,406,No medal
127097,86072,2000,554,No medal
127098,85717,2000,309,No medal
127099,85717,2000,299,No medal
127100,85717,2000,294,No medal
127101,85830,2000,473,No medal
127102,86880,2000,711,No medal
127103,86880,2000,707,No medal
127104,85294,2000,172,No medal
127105,87078,2000,270,Silver
127106,86673,2000,842,Silver
127107,86179,2000,282,Bronze
127108,86179,2000,287,No medal
127109,87129,2000,77,Gold
127110,87129,2000,69,Gold
127111,87176,2000,185,No medal
127112,85914,2000,551,No medal
127113,87145,2000,464,No medal
127114,86049,2000,551,No medal
127115,86105,2000,837,No medal
127116,86207,2000,849,No medal
127117,86245,2000,706,No medal
127118,86245,2000,709,No medal
127119,86245,2000,720,No medal
127120,87146,2000,206,No medal
127121,86972,2000,205,No medal
127122,85792,2000,708,No medal
127123,85504,2000,605,No medal
127124,86285,2000,464,No medal
127125,87243,2000,894,No medal
127126,86973,2000,732,No medal
127127,86973,2000,728,No medal
127128,86973,2000,724,No medal
127129,85123,2000,269,Silver
127130,85123,2000,271,No medal
127131,85931,2000,837,No medal
127132,85026,2000,409,No medal
127133,85026,2000,408,No medal
127134,87462,2000,549,No medal
127135,87131,2000,75,No medal
127136,86373,2000,597,No medal
127137,85687,2000,464,No medal
127138,85063,2000,89,No medal
127139,86507,2000,881,No medal
127140,85384,2000,523,No medal
127141,85424,2000,73,No medal
127142,85424,2000,74,No medal
127143,87216,2000,464,No medal
127144,87327,2000,293,No medal
127145,85771,2000,413,Silver
127146,85771,2000,412,No medal
