result_id,olympian_id,year,event_id,medal
209314,85807,2024,120,No medal
209315,86263,2024,146,No medal
209316,87251,2024,122,No medal
209317,85003,2024,260,No medal
209318,86662,2024,389,No medal
209319,86662,2024,388,No medal
209320,86148,2024,15,No medal
209321,86940,2024,860,No medal
209322,87307,2024,499,No medal
209323,86132,2024,497,No medal
209324,86681,2024,486,No medal
209325,85473,2024,489,No medal
209326,85726,2024,761,No medal
209327,87232,2024,772,No medal
209328,87098,2024,771,No medal
209329,86529,2024,772,No medal
209330,86663,2024,772,No medal
209331,86663,2024,771,No medal
209332,84964,2024,520,No medal
209333,84907,2024,520,No medal
209334,86849,2024,524,No medal
209335,85956,2024,524,No medal
209336,85054,2024,261,No medal
209337,85054,2024,266,No medal
209338,85101,2024,253,No medal
209339,87037,2024,258,No medal
209340,86941,2024,263,No medal
209341,86941,2024,261,No medal
209342,85876,2024,263,No medal
209343,85876,2024,261,No medal
209344,87403,2024,261,No medal
209345,86390,2024,263,No medal
209346,86390,2024,266,No medal
209347,86482,2024,263,No medal
209348,85580,2024,253,No medal
209349,85196,2024,258,No medal
209350,85196,2024,260,No medal
209351,87039,2024,251,No medal
209352,86347,2024,247,No medal
209353,86347,2024,248,Silver
209354,86347,2024,245,No medal
209355,85222,2024,242,No medal
209356,85222,2024,240,No medal
209357,85066,2024,242,No medal
209358,85066,2024,243,No medal
209359,87446,2024,438,No medal
209360,85038,2024,393,No medal
209361,85038,2024,392,No medal
209362,87389,2024,393,No medal
209363,85639,2024,393,No medal
209364,86439,2024,393,No medal
209365,86439,2024,392,No medal
209366,87348,2024,389,No medal
209367,87348,2024,388,No medal
209368,86501,2024,389,No medal
209369,86501,2024,388,No medal
209370,86715,2024,391,No medal
209371,86715,2024,390,No medal
209372,87194,2024,391,No medal
209373,87194,2024,390,No medal
209374,87249,2024,391,No medal
209375,87249,2024,390,No medal
209376,86694,2024,391,No medal
209377,86694,2024,390,No medal
209378,86167,2024,872,No medal
209379,86645,2024,628,No medal
209380,86645,2024,632,No medal
209381,86645,2024,627,No medal
209382,85518,2024,628,No medal
209383,85518,2024,632,No medal
209384,85518,2024,627,No medal
209385,86040,2024,633,No medal
209386,86624,2024,633,No medal
209387,86076,2024,628,No medal
209388,86076,2024,629,No medal
209389,87429,2024,628,No medal
209390,87429,2024,629,No medal
