result_id,olympian_id,year,event_id,medal
194193,85954,2020,14,No medal
194194,85954,2020,15,No medal
194195,86347,2020,246,No medal
194196,86239,2020,126,No medal
194197,86290,2020,574,Silver
194198,86199,2020,536,No medal
194199,86323,2020,148,No medal
194200,86441,2020,813,No medal
194201,85351,2020,875,No medal
194202,86643,2020,2,No medal
194203,86419,2020,63,Gold
194204,86419,2020,127,No medal
194205,86419,2020,128,No medal
194206,86556,2020,876,No medal
194207,87349,2020,235,No medal
194208,86530,2020,140,No medal
194209,85945,2020,327,No medal
194210,86902,2020,159,Gold
194211,87403,2020,264,Bronze
194212,87403,2020,265,No medal
194213,86611,2020,540,No medal
194214,85258,2020,878,No medal
194215,87262,2020,133,No medal
194216,85641,2020,570,No medal
194217,86863,2020,574,Silver
194218,87294,2020,157,No medal
194219,85774,2020,326,No medal
194220,85311,2020,756,No medal
194221,86066,2020,266,No medal
194222,86066,2020,265,No medal
194223,86597,2020,429,No medal
194224,86597,2020,428,No medal
194225,85040,2020,131,Gold
194226,85210,2020,540,No medal
194227,86151,2020,150,No medal
194228,86056,2020,63,Gold
194229,86056,2020,153,Silver
194230,86574,2020,793,No medal
194231,86574,2020,801,No medal
194232,85195,2020,127,No medal
194233,85339,2020,160,No medal
194234,86067,2020,694,No medal
194235,86067,2020,681,No medal
194236,86006,2020,134,No medal
194237,86442,2020,520,No medal
194238,87429,2020,628,No medal
194239,87429,2020,633,No medal
194240,87429,2020,629,No medal
194241,86215,2020,352,No medal
194242,86215,2020,353,No medal
194243,86874,2020,244,No medal
194244,85006,2020,140,No medal
194245,86348,2020,813,No medal
194246,87195,2020,151,No medal
194247,87195,2020,145,No medal
194248,86096,2020,621,Silver
194249,86417,2020,686,No medal
194250,87207,2020,696,No medal
194251,86825,2020,145,No medal
194252,85273,2020,813,No medal
194253,87084,2020,55,No medal
194254,87084,2020,54,No medal
194255,87084,2020,57,No medal
194256,87084,2020,58,No medal
194257,87084,2020,53,No medal
194258,86986,2020,358,No medal
194259,85029,2020,485,No medal
194260,87329,2020,157,No medal
194261,85865,2020,352,No medal
194262,85865,2020,353,No medal
194263,87390,2020,574,Silver
194264,86850,2020,127,No medal
194265,87404,2020,865,No medal
194266,86057,2020,350,No medal
194267,86057,2020,354,No medal
194268,86057,2020,358,No medal
194269,85955,2020,120,No medal
194270,87391,2020,800,No medal
194271,85126,2020,2,No medal
194272,87038,2020,350,No medal
194273,87038,2020,354,No medal
194274,87038,2020,358,No medal
194275,86941,2020,264,Bronze
194276,86941,2020,262,Silver
194277,85301,2020,352,No medal
194278,85115,2020,587,No medal
194279,85738,2020,544,No medal
194280,85007,2020,151,No medal
194281,85103,2020,360,No medal
194282,85312,2020,330,No medal
194283,85312,2020,331,No medal
194284,86468,2020,361,No medal
194285,86468,2020,362,No medal
194286,85446,2020,361,No medal
194287,85446,2020,362,No medal
194288,86746,2020,429,No medal
194289,85786,2020,495,No medal
194290,87085,2020,702,No medal
194291,86027,2020,2,No medal
194292,84898,2020,390,No medal
194293,84898,2020,391,No medal
194294,87136,2020,772,No medal
194295,87136,2020,771,No medal
194296,86240,2020,151,No medal
194297,85313,2020,499,No medal
194298,86747,2020,497,No medal
194299,86454,2020,692,No medal
194300,86248,2020,621,Silver
194301,87020,2020,135,Gold
194302,86926,2020,139,No medal
194303,85429,2020,813,No medal
194304,87058,2020,622,No medal
194305,86977,2020,331,No medal
194306,85739,2020,122,No medal
194307,87233,2020,14,No medal
194308,87233,2020,12,No medal
194309,85876,2020,264,Bronze
194310,85876,2020,262,Silver
194311,87220,2020,164,No medal
194312,86264,2020,589,No medal
194313,87118,2020,137,No medal
194314,85462,2020,677,No medal
194315,86927,2020,532,No medal
194316,85020,2020,827,No medal
194317,84989,2020,570,No medal
194318,87152,2020,873,Bronze
194319,87446,2020,438,No medal
194320,85104,2020,620,No medal
194321,85956,2020,524,No medal
194322,86028,2020,134,No medal
194323,85775,2020,354,No medal
194324,85775,2020,358,No medal
194325,86418,2020,329,No medal
194326,86581,2020,702,No medal
194327,86581,2020,694,No medal
194328,86581,2020,688,No medal
194329,86581,2020,683,No medal
194330,85702,2020,241,No medal
194331,85974,2020,791,No medal
194332,85282,2020,696,No medal
194333,85282,2020,692,No medal
194334,87250,2020,164,No medal
194335,85877,2020,193,No medal
194336,86058,2020,359,No medal
194337,86058,2020,363,No medal
194338,86058,2020,367,No medal
194339,85150,2020,813,No medal
194340,86885,2020,855,No medal
194341,85555,2020,620,No medal
194342,87153,2020,164,No medal
194343,85758,2020,140,No medal
194344,86987,2020,155,No medal
194345,86627,2020,800,No medal
194346,86627,2020,801,No medal
194347,86575,2020,161,No medal
194348,86864,2020,772,No medal
194349,86864,2020,771,No medal
194350,85314,2020,120,No medal
194351,85116,2020,63,Gold
