result_id,olympian_id,year,event_id,medal
153987,85353,2008,598,No medal
153988,85510,2008,81,No medal
153989,87106,2008,597,No medal
153990,86695,2008,815,No medal
153991,85152,2008,411,Silver
153992,85152,2008,410,No medal
153993,86154,2008,814,No medal
153994,86241,2008,106,No medal
153995,85284,2008,770,No medal
153996,85284,2008,769,No medal
153997,87252,2008,282,No medal
153998,87252,2008,281,No medal
153999,87333,2008,413,No medal
154000,87333,2008,412,No medal
154001,85474,2008,714,No medal
154002,85474,2008,717,No medal
154003,85057,2008,474,No medal
154004,85880,2008,99,No medal
154005,86502,2008,814,No medal
154006,85484,2008,315,Silver
154007,85169,2008,106,No medal
154008,86225,2008,814,No medal
154009,87447,2008,475,No medal
154010,85512,2008,105,No medal
154011,85182,2008,814,No medal
154012,86518,2008,733,No medal
154013,86334,2008,814,No medal
154014,86484,2008,902,Bronze
154015,85388,2008,73,No medal
154016,85584,2008,411,Silver
154017,85584,2008,410,No medal
154018,85742,2008,415,No medal
154019,85742,2008,414,No medal
154020,86292,2008,458,No medal
154021,87469,2008,554,Gold
154022,85646,2008,169,No medal
154023,87352,2008,267,No medal
154024,86978,2008,107,No medal
154025,85975,2008,282,No medal
154026,85975,2008,281,No medal
154027,85975,2008,287,No medal
154028,87236,2008,93,No medal
154029,86227,2008,546,No medal
154030,85244,2008,458,No medal
154031,85596,2008,458,No medal
154032,85666,2008,71,No medal
154033,86600,2008,604,No medal
154034,85656,2008,843,No medal
154035,86250,2008,660,No medal
154036,86250,2008,655,No medal
154037,85495,2008,611,No medal
154038,87024,2008,85,No medal
154039,85058,2008,458,No medal
154040,85730,2008,733,No medal
154041,85730,2008,737,No medal
154042,85586,2008,814,No medal
154043,85549,2008,77,No medal
154044,87393,2008,546,No medal
154045,86796,2008,84,No medal
154046,85449,2008,659,No medal
154047,85449,2008,656,No medal
154048,86964,2008,293,No medal
154049,85976,2008,717,No medal
154050,85976,2008,718,No medal
154051,86584,2008,404,No medal
154052,86083,2008,404,No medal
154053,86811,2008,85,No medal
154054,86718,2008,415,No medal
154055,86718,2008,414,No medal
154056,87255,2008,11,No medal
154057,87255,2008,10,No medal
154058,85413,2008,815,No medal
154059,85704,2008,815,No medal
154060,85304,2008,106,No medal
154061,87487,2008,458,No medal
154062,86852,2008,278,No medal
154063,87452,2008,704,No medal
154064,85799,2008,270,No medal
154065,86698,2008,660,No medal
154066,86698,2008,655,No medal
154067,85031,2008,815,No medal
154068,86219,2008,482,No medal
154069,85571,2008,269,No medal
154070,86009,2008,104,No medal
154071,87391,2008,797,No medal
154072,87435,2008,815,No medal
154073,85437,2008,717,No medal
154074,86410,2008,113,No medal
154075,87239,2008,303,No medal
154076,86779,2008,400,No medal
154077,87257,2008,552,Silver
154078,85498,2008,797,No medal
154079,85498,2008,798,No medal
154080,85213,2008,113,No medal
154081,87009,2008,99,No medal
154082,86102,2008,9,No medal
154083,86102,2008,8,No medal
154084,86730,2008,105,No medal
154085,87010,2008,288,No medal
154086,84968,2008,815,No medal
154087,85958,2008,270,No medal
154088,86893,2008,814,No medal
154089,85869,2008,73,No medal
154090,85869,2008,75,No medal
154091,85356,2008,484,No medal
154092,86875,2008,113,No medal
154093,85680,2008,109,No medal
154094,87201,2008,458,No medal
154095,86708,2008,451,No medal
154096,86708,2008,457,No medal
154097,86708,2008,452,No medal
154098,86708,2008,454,No medal
154099,85911,2008,9,No medal
154100,85911,2008,8,No medal
154101,86138,2008,597,No medal
154102,85767,2008,552,Silver
154103,85658,2008,552,Silver
154104,86751,2008,290,No medal
154105,86751,2008,289,Silver
154106,87136,2008,770,No medal
154107,87012,2008,99,No medal
