result_id,olympian_id,year,event_id,medal
44778,117837,1968,184,Silver
44779,117230,1968,204,Bronze
44780,117331,1968,706,No medal
44781,117990,1968,446,No medal
44782,117990,1968,447,No medal
44783,117990,1968,442,No medal
44784,117990,1968,445,No medal
44785,117990,1968,443,No medal
44786,117990,1968,441,No medal
44787,117990,1968,449,No medal
44788,117990,1968,444,No medal
44789,118028,1968,203,No medal
44790,117358,1968,295,No medal
44791,117358,1968,304,No medal
44792,118066,1968,109,No medal
44793,117128,1968,820,Gold
44794,117496,1968,82,No medal
44795,117660,1968,278,No medal
44796,117708,1968,880,No medal
44797,117451,1968,820,Gold
44798,117804,1968,446,No medal
44799,117804,1968,447,No medal
44800,117804,1968,442,No medal
44801,117804,1968,445,No medal
44802,117804,1968,443,No medal
44803,117804,1968,441,No medal
44804,117804,1968,449,No medal
44805,117804,1968,444,No medal
44806,117164,1968,184,Silver
44807,117322,1968,295,No medal
44808,117649,1968,184,Silver
44809,117232,1968,895,Bronze
44810,117814,1968,732,No medal
44811,117814,1968,729,No medal
44812,117814,1968,725,No medal
44813,117913,1968,820,Gold
44814,117716,1968,184,Silver
44815,117233,1968,184,Silver
44816,117244,1968,278,No medal
44817,117573,1968,820,Gold
44818,117280,1968,184,Silver
44819,117541,1968,820,Gold
44820,117304,1968,653,No medal
44821,117177,1968,205,No medal
44822,117765,1968,197,No medal
44823,117850,1968,104,No medal
44824,117313,1968,608,No medal
44825,117209,1968,899,No medal
44826,117840,1968,199,No medal
44827,117735,1968,82,No medal
44828,117192,1968,820,Gold
44829,117689,1968,184,Silver
44830,117261,1968,885,No medal
44831,117478,1968,112,No medal
44832,117478,1968,103,No medal
44833,117478,1968,95,No medal
44834,117478,1968,92,No medal
44835,117368,1968,820,Gold
44836,117830,1968,652,No medal
44837,117131,1968,295,No medal
44838,117131,1968,304,No medal
44839,117817,1968,711,No medal
44840,117817,1968,707,No medal
44841,117257,1968,184,Silver
44842,117737,1968,446,No medal
44843,117737,1968,447,No medal
44844,117737,1968,442,No medal
44845,117737,1968,445,No medal
44846,117737,1968,443,No medal
44847,117737,1968,441,No medal
44848,117737,1968,449,No medal
44849,117737,1968,444,No medal
44850,117343,1968,820,Gold
