result_id,olympian_id,year,event_id,medal
15881,117405,1952,451,No medal
15882,117405,1952,457,No medal
15883,117405,1952,453,No medal
15884,117405,1952,452,No medal
15885,117405,1952,456,No medal
15886,117405,1952,455,No medal
15887,117405,1952,454,No medal
15888,117826,1952,430,Silver
15889,117895,1952,820,Silver
15890,117293,1952,885,No medal
15891,117121,1952,430,Silver
15892,117308,1952,637,No medal
15893,117725,1952,549,Gold
15894,117507,1952,711,No medal
15895,117336,1952,549,Gold
15896,117422,1952,883,No medal
15897,117169,1952,71,No medal
15898,117528,1952,446,No medal
15899,117528,1952,447,No medal
15900,117528,1952,442,No medal
15901,117528,1952,445,No medal
15902,117528,1952,443,No medal
15903,117528,1952,441,No medal
15904,117528,1952,449,No medal
15905,117528,1952,444,No medal
15906,118053,1952,430,Silver
15907,117214,1952,820,Silver
15908,118054,1952,451,No medal
15909,118054,1952,457,No medal
15910,118054,1952,453,No medal
15911,118054,1952,452,No medal
15912,118054,1952,456,No medal
15913,118054,1952,455,No medal
15914,118054,1952,454,No medal
15915,117512,1952,203,No medal
15916,117715,1952,451,No medal
15917,117715,1952,457,No medal
15918,117715,1952,453,No medal
15919,117715,1952,452,No medal
15920,117715,1952,456,No medal
15921,117715,1952,455,No medal
15922,117715,1952,454,No medal
15923,118018,1952,706,No medal
15924,117249,1952,546,No medal
15925,117745,1952,549,Gold
15926,117623,1952,71,No medal
15927,117757,1952,451,No medal
15928,117757,1952,457,No medal
15929,117757,1952,453,No medal
15930,117757,1952,452,No medal
15931,117757,1952,456,No medal
15932,117757,1952,455,No medal
15933,117757,1952,454,No medal
15934,117250,1952,451,No medal
15935,117250,1952,457,No medal
15936,117250,1952,453,No medal
15937,117250,1952,452,No medal
15938,117250,1952,456,No medal
15939,117250,1952,455,No medal
15940,117250,1952,454,No medal
15941,117739,1952,197,No medal
15942,117665,1952,79,No medal
15943,117332,1952,88,No medal
15944,117921,1952,114,No medal
15945,117577,1952,820,Silver
15946,117397,1952,638,No medal
15947,117475,1952,76,No medal
15948,117137,1952,546,No medal
15949,117535,1952,64,No medal
15950,117493,1952,430,Silver
15951,117391,1952,430,Silver
15952,117201,1952,86,No medal
15953,117221,1952,66,No medal
15954,117965,1952,446,No medal
15955,117965,1952,447,No medal
15956,117965,1952,442,No medal
15957,117965,1952,445,No medal
15958,117965,1952,443,No medal
15959,117965,1952,441,No medal
15960,117965,1952,449,No medal
15961,117965,1952,444,No medal
15962,117881,1952,546,No medal
15963,117438,1952,644,No medal
15964,117438,1952,645,No medal
15965,117281,1952,644,No medal
15966,117281,1952,645,No medal
15967,117966,1952,68,No medal
15968,117215,1952,285,No medal
15969,117215,1952,284,No medal
15970,117777,1952,820,Silver
15971,117695,1952,446,No medal
15972,117695,1952,447,No medal
15973,117695,1952,442,No medal
15974,117695,1952,445,No medal
15975,117695,1952,443,No medal
15976,117695,1952,441,No medal
15977,117695,1952,449,No medal
15978,117695,1952,444,No medal
15979,117818,1952,199,No medal
15980,117696,1952,638,No medal
15981,117356,1952,85,No medal
15982,117709,1952,820,Silver
15983,117140,1952,114,No medal
15984,117752,1952,451,No medal
15985,117752,1952,457,No medal
15986,117752,1952,453,No medal
15987,117752,1952,452,No medal
15988,117752,1952,456,No medal
15989,117752,1952,455,No medal
15990,117752,1952,454,No medal
15991,118064,1952,446,No medal
15992,118064,1952,447,No medal
15993,118064,1952,442,No medal
15994,118064,1952,445,No medal
15995,118064,1952,443,No medal
15996,118064,1952,441,No medal
15997,118064,1952,449,No medal
15998,118064,1952,444,No medal
15999,117610,1952,820,Silver
16000,117930,1952,446,No medal
16001,117930,1952,447,No medal
16002,117930,1952,442,No medal
16003,117930,1952,445,No medal
16004,117930,1952,443,No medal
16005,117930,1952,441,No medal
16006,117930,1952,449,No medal
16007,117930,1952,444,No medal
16008,118048,1952,446,No medal
16009,118048,1952,447,No medal
16010,118048,1952,442,No medal
16011,118048,1952,445,No medal
16012,118048,1952,443,No medal
16013,118048,1952,441,No medal
16014,118048,1952,449,No medal
16015,118048,1952,444,No medal
16016,117687,1952,820,Silver
16017,117125,1952,451,No medal
16018,117125,1952,457,No medal
16019,117125,1952,453,No medal
16020,117125,1952,452,No medal
16021,117125,1952,456,No medal
16022,117125,1952,455,No medal
16023,117125,1952,454,No medal
16024,117141,1952,76,No medal
16025,118006,1952,546,No medal
16026,117410,1952,546,No medal
16027,117316,1952,430,Silver
16028,117431,1952,81,No medal
16029,117779,1952,81,No medal
16030,117653,1952,446,No medal
16031,117653,1952,447,No medal
16032,117653,1952,442,No medal
16033,117653,1952,445,No medal
16034,117653,1952,443,No medal
16035,117653,1952,441,No medal
16036,117653,1952,449,No medal
16037,117653,1952,444,No medal
16038,117427,1952,609,No medal
16039,117835,1952,71,No medal
16040,117374,1952,451,No medal
16041,117374,1952,457,No medal
16042,117374,1952,453,No medal
16043,117374,1952,452,No medal
16044,117374,1952,456,No medal
16045,117374,1952,455,No medal
16046,117374,1952,454,No medal
16047,118023,1952,82,No medal
16048,117346,1952,546,No medal
16049,117365,1952,637,No medal
16050,117810,1952,83,No medal
16051,117836,1952,899,No medal
16052,117517,1952,430,Silver
16053,118035,1952,76,No medal
16054,117575,1952,446,No medal
16055,117575,1952,447,No medal
16056,117575,1952,442,No medal
16057,117575,1952,445,No medal
16058,117575,1952,443,No medal
16059,117575,1952,441,No medal
16060,117575,1952,449,No medal
16061,117575,1952,444,No medal
16062,117848,1952,430,Silver
16063,118016,1952,820,Silver
16064,118009,1952,430,Silver
16065,117255,1952,549,Gold
16066,117502,1952,430,Silver
16067,117419,1952,546,No medal
16068,117713,1952,546,No medal
16069,117614,1952,546,No medal
16070,117900,1952,430,Silver
16071,117530,1952,604,No medal
16072,117786,1952,609,No medal
16073,117890,1952,711,No medal
16074,117663,1952,820,Silver
16075,103122,1952,885,No medal
16076,103345,1952,85,Gold
16077,103345,1952,66,Gold
16078,103345,1952,76,Gold
16079,102905,1952,197,Gold
16080,103692,1952,551,No medal
16081,103411,1952,305,No medal
16082,103411,1952,304,No medal
16083,103152,1952,451,No medal
16084,103152,1952,457,No medal
16085,103152,1952,453,No medal
16086,103152,1952,452,No medal
16087,103152,1952,456,No medal
16088,103152,1952,455,Bronze
16089,103152,1952,454,No medal
16090,103168,1952,284,No medal
16091,104091,1952,646,No medal
16092,104096,1952,207,No medal
16093,103353,1952,305,No medal
16094,103353,1952,304,No medal
16095,102961,1952,446,No medal
16096,102961,1952,447,No medal
16097,102961,1952,442,No medal
16098,102961,1952,445,No medal
16099,102961,1952,443,No medal
16100,102961,1952,441,No medal
16101,102961,1952,449,No medal
16102,102961,1952,444,No medal
16103,103752,1952,451,No medal
16104,103752,1952,457,No medal
16105,103752,1952,453,No medal
16106,103752,1952,452,No medal
16107,103752,1952,456,No medal
16108,103752,1952,455,Bronze
16109,103752,1952,454,No medal
16110,103272,1952,85,No medal
16111,103576,1952,446,No medal
16112,103576,1952,447,No medal
16113,103576,1952,442,No medal
16114,103576,1952,445,No medal
16115,103576,1952,443,No medal
16116,103576,1952,441,No medal
16117,103576,1952,449,No medal
16118,103576,1952,444,No medal
16119,102877,1952,446,No medal
16120,102877,1952,447,No medal
16121,102877,1952,442,No medal
16122,102877,1952,445,No medal
16123,102877,1952,443,No medal
16124,102877,1952,441,No medal
16125,102877,1952,449,No medal
16126,102877,1952,444,No medal
16127,102815,1952,711,No medal
16128,103470,1952,87,No medal
16129,103416,1952,184,No medal
16130,103130,1952,184,No medal
16131,103590,1952,898,No medal
16132,103590,1952,899,No medal
16133,103722,1952,834,No medal
16134,103455,1952,184,No medal
16135,103766,1952,446,No medal
16136,103766,1952,447,No medal
16137,103766,1952,442,No medal
16138,103766,1952,445,No medal
16139,103766,1952,443,No medal
16140,103766,1952,441,No medal
16141,103766,1952,449,No medal
16142,103766,1952,444,No medal
16143,103008,1952,886,No medal
16144,103008,1952,887,Silver
16145,103436,1952,71,No medal
16146,103944,1952,451,No medal
16147,103944,1952,457,No medal
16148,103944,1952,453,No medal
16149,103944,1952,452,No medal
16150,103944,1952,456,No medal
16151,103944,1952,455,Bronze
16152,103944,1952,454,No medal
16153,103446,1952,555,No medal
16154,103471,1952,451,No medal
16155,103471,1952,457,No medal
16156,103471,1952,453,No medal
16157,103471,1952,452,No medal
16158,103471,1952,456,No medal
16159,103471,1952,455,Bronze
16160,103471,1952,454,No medal
16161,103302,1952,843,No medal
16162,103741,1952,637,No medal
16163,102953,1952,72,No medal
16164,102953,1952,67,No medal
16165,102780,1952,639,No medal
16166,103760,1952,305,No medal
16167,103760,1952,304,No medal
16168,103767,1952,285,No medal
16169,104022,1952,639,No medal
16170,103489,1952,105,No medal
16171,102837,1952,199,No medal
16172,103428,1952,305,No medal
16173,103428,1952,304,No medal
16174,103696,1952,184,No medal
16175,103748,1952,108,No medal
16176,103730,1952,446,No medal
16177,103730,1952,447,No medal
16178,103730,1952,442,No medal
16179,103730,1952,445,No medal
16180,103730,1952,443,No medal
16181,103730,1952,441,No medal
16182,103730,1952,449,No medal
16183,103730,1952,444,No medal
16184,102866,1952,547,Gold
16185,103133,1952,637,No medal
16186,103805,1952,451,No medal
16187,103805,1952,457,No medal
16188,103805,1952,453,No medal
16189,103805,1952,452,No medal
16190,103805,1952,456,No medal
16191,103805,1952,455,Bronze
16192,103805,1952,454,No medal
16193,103440,1952,184,No medal
16194,104034,1952,278,No medal
16195,103935,1952,551,No medal
16196,103329,1952,196,No medal
16197,102996,1952,81,No medal
16198,103860,1952,547,Gold
16199,102929,1952,268,No medal
16200,103677,1952,78,No medal
16201,103846,1952,711,No medal
16202,102846,1952,267,Silver
16203,103560,1952,292,No medal
16204,104019,1952,278,No medal
16205,103866,1952,114,No medal
16206,102965,1952,184,No medal
16207,102917,1952,205,No medal
16208,102890,1952,306,No medal
16209,103889,1952,547,Gold
16210,103260,1952,711,No medal
16211,102879,1952,446,No medal
16212,102879,1952,447,No medal
16213,102879,1952,442,No medal
16214,102879,1952,445,No medal
16215,102879,1952,443,No medal
16216,102879,1952,441,No medal
16217,102879,1952,449,No medal
16218,102879,1952,444,No medal
16219,104025,1952,184,No medal
16220,103172,1952,184,No medal
16221,103238,1952,279,No medal
16222,102753,1952,446,No medal
16223,102753,1952,447,No medal
16224,102753,1952,442,No medal
16225,102753,1952,445,No medal
16226,102753,1952,443,No medal
16227,102753,1952,441,No medal
16228,102753,1952,449,No medal
16229,102753,1952,444,No medal
16230,102951,1952,268,No medal
16231,103725,1952,64,No medal
16232,102902,1952,547,Gold
16233,104026,1952,272,Bronze
16234,103381,1952,70,No medal
16235,103434,1952,109,Gold
16236,104009,1952,184,No medal
16237,103321,1952,72,No medal
16238,103321,1952,70,No medal
16239,103321,1952,67,No medal
16240,103682,1952,271,Gold
16241,103174,1952,547,Gold
16242,103899,1952,840,No medal
16243,103893,1952,294,No medal
16244,103424,1952,74,No medal
16245,103501,1952,184,No medal
16246,103820,1952,279,No medal
16247,103598,1952,77,Silver
16248,103598,1952,65,No medal
16249,103458,1952,72,No medal
16250,103458,1952,74,No medal
16251,103873,1952,446,No medal
16252,103873,1952,447,No medal
16253,103873,1952,442,No medal
16254,103873,1952,445,No medal
16255,103873,1952,443,No medal
16256,103873,1952,441,No medal
16257,103873,1952,449,No medal
16258,103873,1952,444,No medal
16259,103808,1952,81,No medal
16260,103088,1952,451,No medal
16261,103088,1952,457,No medal
16262,103088,1952,453,No medal
16263,103088,1952,452,No medal
16264,103088,1952,456,No medal
16265,103088,1952,455,Bronze
16266,103088,1952,454,No medal
16267,104099,1952,64,No medal
16268,103649,1952,646,No medal
16269,103720,1952,267,Silver
16270,102923,1952,72,No medal
16271,102923,1952,70,No medal
16272,102923,1952,67,No medal
16273,103384,1952,451,No medal
16274,103384,1952,457,No medal
16275,103384,1952,453,No medal
16276,103384,1952,452,No medal
16277,103384,1952,456,No medal
16278,103384,1952,455,Bronze
16279,103384,1952,454,No medal
16280,103429,1952,184,No medal
16281,103317,1952,451,No medal
16282,103317,1952,457,No medal
16283,103317,1952,453,No medal
16284,103317,1952,452,No medal
16285,103317,1952,456,No medal
16286,103317,1952,455,Bronze
16287,103317,1952,454,No medal
16288,103537,1952,841,No medal
16289,103368,1952,184,No medal
16290,103075,1952,184,No medal
16291,102887,1952,706,No medal
16292,103685,1952,893,Bronze
16293,87049,1952,549,No medal
16294,86325,1952,409,No medal
16295,86325,1952,408,No medal
16296,86186,1952,464,No medal
16297,85867,1952,412,No medal
16298,86277,1952,430,No medal
16299,85621,1952,451,No medal
16300,85621,1952,457,No medal
16301,85621,1952,453,No medal
16302,85621,1952,452,No medal
16303,85621,1952,456,No medal
16304,85621,1952,455,No medal
16305,85621,1952,454,No medal
16306,86533,1952,550,No medal
